,afile,alang,akorp,astatus,sentlength,ppron,possdet,indef,cconj,whconj,relativ,pied,correl,copula,attrib,pasttense,lexdens,lexTTR,mquantif,mpred,finites,infs,pverbals,deverbals,bypassives,longpassives,sconj,addit,advers,caus,tempseq,epist,but,comp,sup,neg,numcls,simple,demdets,nnargs,mhd,mdd,acl,aux,aux:pass,ccomp,nsubj:pass,parataxis,xcomp,L1
21,24,en,preprocessed,L2,29.416666666666668,0.0736543909348441,0.0028328611898017,0.0,1.0833333333333333,0.1666666666666666,0.25,0.0833333333333333,0.0,0.3333333333333333,1.0833333333333333,1.5833333333333333,0.4277620396600566,0.967948717948718,0.0,0.4166666666666667,0.8888888888888888,0.1333333333333333,0.1111111111111111,0.1333333333333333,0.0,0.0833333333333333,1.0833333333333333,0.1666666666666666,0.25,0.0833333333333333,0.25,0.4166666666666667,0.0833333333333333,0.2558139534883721,0.0697674418604651,0.25,2.583333333333333,0.0833333333333333,0.0226628895184136,0.5272727272727272,3.689530117602597,1.6753577820016898,0.1064814814814814,0.3402777777777777,0.0138888888888888,0.1157407407407407,0.0138888888888888,0.0092592592592592,0.3171296296296296,ITA
22,25,en,preprocessed,L2,49.4,0.1133603238866396,0.0040485829959514,0.0,2.4,0.2,0.6,0.0,0.0,1.4,0.0,0.4,0.3279352226720647,0.7297297297297297,0.0,1.0,0.66,0.32,0.02,0.04,0.0,0.2,1.0,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.4,0.2,7.2,0.0,0.0040485829959514,0.4482758620689655,4.69543148233567,2.0051365100955856,0.0945454545454545,0.1601731601731602,0.02,0.0545454545454545,0.0,0.2467532467532467,0.423982683982684,ARA
23,26,en,preprocessed,L2,19.1875,0.0488599348534201,0.0293159609120521,0.0,0.1875,0.0625,0.3125,0.0,0.0,0.5,1.125,0.4375,0.4723127035830619,0.935483870967742,0.0,0.4375,1.0,0.0975609756097561,0.024390243902439,0.0975609756097561,0.0625,0.25,0.6875,0.0625,0.1875,0.1875,0.1875,0.1875,0.0,0.1176470588235294,0.2156862745098039,0.375,1.9375,0.3125,0.0293159609120521,0.6545454545454545,3.130510355317341,1.5637371727537168,0.075,0.2016369047619047,0.1235119047619047,0.1651785714285714,0.0364583333333333,0.0714285714285714,0.1392857142857143,CHI
24,27,en,preprocessed,L2,22.545454545454547,0.0967741935483871,0.0161290322580645,0.0,0.6363636363636364,0.3636363636363636,0.1818181818181818,0.0,0.0,0.5454545454545454,0.5454545454545454,0.3636363636363636,0.4435483870967742,0.9821428571428572,0.0,0.6363636363636364,0.9736842105263158,0.1052631578947368,0.0,0.131578947368421,0.0,0.0909090909090909,1.181818181818182,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.0,0.2727272727272727,0.1818181818181818,0.1111111111111111,0.1388888888888889,0.2727272727272727,2.909090909090909,0.0909090909090909,0.0120967741935483,0.4347826086956521,3.489543486816214,1.5499442476715204,0.0909090909090909,0.2333333333333333,0.0303030303030303,0.0939393939393939,0.0303030303030303,0.0454545454545454,0.3848484848484848,JPN
25,28,en,preprocessed,L2,27.25,0.0321100917431192,0.0091743119266055,0.0,1.25,0.0,0.0,0.0,0.0,0.5,1.25,0.25,0.481651376146789,0.9545454545454546,0.0,0.375,0.8695652173913043,0.1304347826086956,0.0,0.2608695652173913,0.0,0.0,0.625,0.375,0.0,0.125,0.125,0.0,0.25,0.2,0.08,0.0,1.875,0.25,0.018348623853211,0.8,3.482429427456601,1.685268653448001,0.1666666666666666,0.1458333333333333,0.0,0.0416666666666666,0.0,0.1041666666666666,0.2916666666666666,ITA
26,29,en,preprocessed,L2,22.8,0.0350877192982456,0.0,0.0029239766081871,1.0,0.0,0.4666666666666667,0.0,0.0,0.5333333333333333,0.4,0.2666666666666666,0.391812865497076,0.9054054054054054,0.0,0.2666666666666666,0.7659574468085106,0.2765957446808511,0.0,0.0638297872340425,0.0,0.0,0.4666666666666667,0.3333333333333333,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.0666666666666666,0.1333333333333333,0.1111111111111111,0.0,0.3333333333333333,2.066666666666667,0.0,0.0263157894736842,0.7358490566037735,3.3798992184286307,1.4376275576275577,0.08,0.4866666666666666,0.0,0.0133333333333333,0.0222222222222222,0.0133333333333333,0.2511111111111111,TUR
27,30,en,preprocessed,L2,19.11764705882353,0.043076923076923,0.0246153846153846,0.0061538461538461,0.7647058823529411,0.0588235294117647,0.4117647058823529,0.0,0.0,0.7647058823529411,1.2352941176470589,0.7058823529411765,0.4646153846153846,0.94375,0.0,0.4705882352941176,0.7872340425531915,0.0851063829787234,0.0,0.1063829787234042,0.0,0.0,0.5882352941176471,0.2941176470588235,0.1176470588235294,0.0588235294117647,0.0,0.0588235294117647,0.2352941176470588,0.02,0.02,0.2352941176470588,1.9411764705882355,0.1764705882352941,0.0123076923076923,0.6111111111111112,3.390879365495734,1.2734228138064454,0.088235294117647,0.3137254901960784,0.0,0.0098039215686274,0.0,0.0784313725490196,0.2745098039215686,HIN
28,31,en,preprocessed,L2,16.333333333333332,0.0782312925170068,0.0238095238095238,0.0136054421768707,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.5555555555555556,0.8333333333333334,0.1666666666666666,0.4251700680272108,0.984251968503937,0.0,0.2222222222222222,0.96875,0.09375,0.03125,0.03125,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0555555555555555,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0227272727272727,0.0227272727272727,0.4444444444444444,1.0555555555555556,0.1111111111111111,0.0204081632653061,0.4347826086956521,2.9875050474944604,1.275354886632471,0.0462962962962962,0.25,0.0,0.0185185185185185,0.0,0.0833333333333333,0.3796296296296296,TUR
29,32,en,preprocessed,L2,16.85,0.0445103857566765,0.0089020771513353,0.0029673590504451,0.35,0.0,0.25,0.0,0.0,0.25,0.65,0.35,0.4332344213649852,0.9605263157894736,0.0,0.15,0.9166666666666666,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.05,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.0,0.0465116279069767,0.0930232558139534,0.15,1.2,0.45,0.0207715133531157,0.4871794871794871,3.012553617406559,1.470933972073678,0.1,0.2083333333333333,0.0833333333333333,0.0,0.0625,0.0,0.1458333333333333,TUR
30,33,en,preprocessed,L2,17.636363636363637,0.0463917525773195,0.0051546391752577,0.0051546391752577,1.0909090909090908,0.0,0.2727272727272727,0.0,0.0,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.4587628865979381,0.946808510638298,0.0,0.8181818181818182,0.96,0.12,0.0,0.04,0.0909090909090909,0.0,0.1818181818181818,0.0,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.0,0.0909090909090909,0.2,0.05,0.2727272727272727,1.181818181818182,0.3636363636363636,0.0309278350515463,0.6285714285714286,3.156016469329163,1.4392351732909008,0.0909090909090909,0.3651515151515151,0.0303030303030303,0.253030303030303,0.0,0.0454545454545454,0.1242424242424242,JPN
31,34,en,preprocessed,L2,26.357142857142858,0.1138211382113821,0.002710027100271,0.018970189701897,0.9285714285714286,0.0714285714285714,0.2857142857142857,0.0,0.0,1.7142857142857142,1.2142857142857142,0.1428571428571428,0.3794037940379404,0.9395973154362416,0.0,0.2857142857142857,1.0408163265306123,0.2653061224489796,0.0,0.0204081632653061,0.0,0.0,0.8571428571428571,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0338983050847457,0.0169491525423728,0.5,2.7142857142857144,0.1428571428571428,0.008130081300813,0.2972972972972973,3.336463362078101,1.7330355685855583,0.0523809523809523,0.3809523809523809,0.0,0.1785714285714285,0.0,0.0634920634920634,0.3246031746031746,CHI
32,35,en,preprocessed,L2,18.88888888888889,0.0411764705882352,0.0117647058823529,0.0058823529411764,0.5555555555555556,0.0,0.1111111111111111,0.0,0.0,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.4294117647058823,0.9733333333333334,0.0,0.1111111111111111,0.5909090909090909,0.4090909090909091,0.0454545454545454,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.25,0.2222222222222222,1.2222222222222223,0.2222222222222222,0.0117647058823529,0.5,3.201828744966,1.3307057503135935,0.2777777777777778,0.2666666666666666,0.0,0.1333333333333333,0.0,0.0,0.1,ARA
33,36,en,preprocessed,L2,24.235294117647054,0.0533980582524271,0.0072815533980582,0.0024271844660194,0.6470588235294118,0.1764705882352941,0.4117647058823529,0.0588235294117647,0.0,0.5882352941176471,1.4705882352941178,0.1764705882352941,0.4781553398058252,0.9800995024875622,0.0,0.4705882352941176,0.8545454545454545,0.109090909090909,0.0181818181818181,0.0909090909090909,0.0,0.0,1.0,0.2352941176470588,0.2352941176470588,0.1176470588235294,0.0,0.0588235294117647,0.1176470588235294,0.0625,0.0,0.1764705882352941,1.9411764705882355,0.0,0.0145631067961165,0.5384615384615384,3.7512059268719073,1.5240116626520086,0.3,0.2205882352941176,0.0,0.1441176470588235,0.0,0.0,0.0411764705882352,HIN
34,37,en,preprocessed,L2,23.416666666666668,0.092526690391459,0.0071174377224199,0.0,1.0,0.0,0.5,0.0,0.0,0.4166666666666667,1.5,0.0,0.4341637010676156,0.9104477611940298,0.0,0.5833333333333334,0.9230769230769232,0.1538461538461538,0.0,0.0,0.0,0.0,0.5,0.25,0.0833333333333333,0.25,0.0833333333333333,0.0,0.0,0.1777777777777777,0.0,0.0833333333333333,1.6666666666666667,0.1666666666666666,0.0071174377224199,0.42,3.6104752219951854,1.2729636504182784,0.0833333333333333,0.5875,0.0,0.1041666666666666,0.0,0.0,0.1416666666666666,FRE
35,38,en,preprocessed,L2,21.47058823529412,0.0575342465753424,0.0054794520547945,0.0054794520547945,0.2352941176470588,0.2941176470588235,0.2352941176470588,0.0,0.0,0.5294117647058824,0.4705882352941176,1.0588235294117647,0.3945205479452054,0.935064935064935,0.0,0.3529411764705882,0.9523809523809524,0.119047619047619,0.0238095238095238,0.0952380952380952,0.0,0.1764705882352941,0.7058823529411765,0.1176470588235294,0.1176470588235294,0.2941176470588235,0.2352941176470588,0.1764705882352941,0.0,0.2142857142857142,0.0238095238095238,0.2352941176470588,1.8235294117647056,0.1764705882352941,0.0027397260273972,0.4693877551020408,3.3225986692862364,1.5370162668322884,0.1029411764705882,0.3676470588235294,0.0490196078431372,0.0098039215686274,0.0490196078431372,0.0147058823529411,0.1715686274509804,JPN
36,39,en,preprocessed,L2,17.4375,0.078853046594982,0.028673835125448,0.0,0.8125,0.0,0.0625,0.0,0.0,0.5,0.875,0.1875,0.4480286738351254,0.9615384615384616,0.0,0.1875,0.7297297297297297,0.1891891891891892,0.027027027027027,0.1351351351351351,0.0,0.0,0.875,0.125,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0666666666666666,0.125,1.4375,0.375,0.007168458781362,0.5217391304347826,3.226270582699358,1.3943059887925449,0.121875,0.228125,0.0,0.071875,0.0,0.0,0.203125,TUR
37,40,en,preprocessed,L2,20.166666666666668,0.0661157024793388,0.0303030303030303,0.0,0.3888888888888889,0.0555555555555555,0.3333333333333333,0.0,0.0,0.7777777777777778,1.1666666666666667,0.2222222222222222,0.4022038567493113,0.9605263157894736,0.0,0.6666666666666666,0.851063829787234,0.1914893617021276,0.0,0.0212765957446808,0.0,0.0,0.5555555555555556,0.1666666666666666,0.0,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.1666666666666666,0.0566037735849056,0.0377358490566037,0.4444444444444444,1.8888888888888888,0.1666666666666666,0.0082644628099173,0.4285714285714285,3.264940351234211,1.5176095658186304,0.0555555555555555,0.287037037037037,0.0,0.1435185185185185,0.0,0.0555555555555555,0.3472222222222221,GER
